nth  vaddr      bind type lib          name
5242 0x005c9674 NONE FUNC MFC42.DLL    CRecordset::PreBindFields
6121 0x005c9678 NONE FUNC MFC42.DLL    CRecordset::SetRowsetCurrencyStatus
1774 0x005c967c NONE FUNC MFC42.DLL    CRecordset::Check
2490 0x005c9680 NONE FUNC MFC42.DLL    CRecordset::DoBulkFieldExchange
5010 0x005c9684 NONE FUNC MFC42.DLL    CRecordset::OnSetOptions
5658 0x005c9688 NONE FUNC MFC42.DLL    CRecordset::Requery
2395 0x005c968c NONE FUNC MFC42.DLL    CRecordset::Delete
1006 0x005c9690 NONE FUNC MFC42.DLL    CRecordset::AddNew
1787 0x005c9694 NONE FUNC MFC42.DLL    CRecordset::CheckRowsetError
6123 0x005c9698 NONE FUNC MFC42.DLL    CRecordset::SetRowsetSize
4291 0x005c969c NONE FUNC MFC42.DLL    CRecordset::Move
503  0x005c96a0 NONE FUNC MFC42.DLL    CRecordset::CRecordset
5706 0x005c96a4 NONE FUNC MFC42.DLL    RFX_Single
5701 0x005c96a8 NONE FUNC MFC42.DLL    RFX_Int
6878 0x005c96ac NONE FUNC MFC42.DLL    RFX_Date
5694 0x005c96b0 NONE FUNC MFC42.DLL    RFX_Byte
5708 0x005c96b4 NONE FUNC MFC42.DLL    RFX_Text
1261 0x005c96b8 NONE FUNC MFC42.DLL    AfxThrowDBException
5692 0x005c96bc NONE FUNC MFC42.DLL    RFX_Bool
1871 0x005c96c0 NONE FUNC MFC42.DLL    CRuntimeClassconstCObject::classCObject
5460 0x005c96c4 NONE FUNC MFC42.DLL    CArchive::ReadObject
6157 0x005c96c8 NONE FUNC MFC42.DLL    CDC::SetStretchBltMode
6571 0x005c96cc NONE FUNC MFC42.DLL    AfxClassInit
350  0x005c96d0 NONE FUNC MFC42.DLL    CException::CException
2801 0x005c96d4 NONE FUNC MFC42.DLL    CArchive::Flush
3597 0x005c96d8 NONE FUNC MFC42.DLL    CDialog::GetRuntimeClass
2513 0x005c96dc NONE FUNC MFC42.DLL    CColorDialog::DoModal
293  0x005c96e0 NONE FUNC MFC42.DLL    CColorDialog::CColorDialog
2065 0x005c96e4 NONE FUNC MFC42.DLL    CStringArray::Copy
4274 0x005c96e8 NONE FUNC MFC42.DLL    AFX_MSGMAPconstCWinApp::messageMap
6375 0x005c96ec NONE FUNC MFC42.DLL    CWinApp::WinHelpA
4486 0x005c96f0 NONE FUNC MFC42.DLL    CWinApp::OnDDECommand
2512 0x005c96f4 NONE FUNC MFC42.DLL    CWinApp::DoMessageBox
5731 0x005c96f8 NONE FUNC MFC42.DLL    CWinApp::SaveAllModified
3922 0x005c96fc NONE FUNC MFC42.DLL    CWinApp::InitApplication
1089 0x005c9700 NONE FUNC MFC42.DLL    CWinApp::AddToRecentFileList
5199 0x005c9704 NONE FUNC MFC42.DLL    CWinApp::OpenDocumentFile
2396 0x005c9708 NONE FUNC MFC42.DLL    CWinThread::Delete
3346 0x005c970c NONE FUNC MFC42.DLL    CWinThread::GetMainWnd
5300 0x005c9710 NONE FUNC MFC42.DLL    CWinThread::ProcessMessageFilter
5302 0x005c9714 NONE FUNC MFC42.DLL    CWinApp::ProcessWndProcException
4079 0x005c9718 NONE FUNC MFC42.DLL    CWinThread::IsIdleMessage
4698 0x005c971c NONE FUNC MFC42.DLL    CWinApp::OnIdle
5307 0x005c9720 NONE FUNC MFC42.DLL    CWinThread::PumpMessage
5289 0x005c9724 NONE FUNC MFC42.DLL    CWinThread::PreTranslateMessage
5714 0x005c9728 NONE FUNC MFC42.DLL    CWinApp::Run
4622 0x005c972c NONE FUNC MFC42.DLL    CCmdTarget::OnFinalRelease
3738 0x005c9730 NONE FUNC MFC42.DLL    CWinApp::GetRuntimeClass
815  0x005c9734 NONE FUNC MFC42.DLL    CWinApp::~CWinApp
561  0x005c9738 NONE FUNC MFC42.DLL    CWinApp::CWinApp
2621 0x005c973c NONE FUNC MFC42.DLL    CWinApp::Enable3dControls
1134 0x005c9740 NONE FUNC MFC42.DLL    AfxEnableControlContainer
6502 0x005c9744 NONE FUNC MFC42.DLL    CComboBoxEx::~CComboBoxEx
790  0x005c9748 NONE FUNC MFC42.DLL    CSliderCtrl::~CSliderCtrl
2725 0x005c974c NONE FUNC MFC42.DLL    CWinApp::ExitInstance
668  0x005c9750 NONE FUNC MFC42.DLL    CFileFind::~CFileFind
2770 0x005c9754 NONE FUNC MFC42.DLL    CFileFind::FindFile
356  0x005c9758 NONE FUNC MFC42.DLL    CFileFind::CFileFind
4683 0x005c975c NONE FUNC MFC42.DLL    CWnd::OnHelpInfo
2086 0x005c9760 NONE FUNC MFC42.DLL    CDialog::Create
1799 0x005c9764 NONE FUNC MFC42.DLL    CRuntimeClassconstCCmdTarget::classCCmdTarget
614  0x005c9768 NONE FUNC MFC42.DLL    CCmdTarget::~CCmdTarget
290  0x005c976c NONE FUNC MFC42.DLL    CCmdTarget::CCmdTarget
4226 0x005c9770 NONE FUNC MFC42.DLL    AFX_MSGMAPconstCCmdTarget::messageMap
1199 0x005c94cc NONE FUNC MFC42.DLL    AfxMessageBox
5608 0x005c9778 NONE FUNC MFC42.DLL    CStringArray::RemoveAt
2450 0x005c977c NONE FUNC MFC42.DLL    CDC::Detach
3078 0x005c9780 NONE FUNC MFC42.DLL    CPrintDialog::GetDevMode
3067 0x005c9784 NONE FUNC MFC42.DLL    CPrintDialog::GetDefaults
482  0x005c9788 NONE FUNC MFC42.DLL    CPrintDialog::CPrintDialog
3171 0x005c978c NONE FUNC MFC42.DLL    CRecordset::GetFieldValue
5856 0x005c9790 NONE FUNC MFC42.DLL    CString::SetAt
2763 0x005c9448 NONE FUNC MFC42.DLL    CString::Find
6605 0x005c9798 NONE FUNC MFC42.DLL    CWnd::ClientToScreen
4317 0x005c979c NONE FUNC MFC42.DLL    CRect::NormalizeRect
2571 0x005c97a0 NONE FUNC MFC42.DLL    CDC::DrawDragRect
3790 0x005c97a4 NONE FUNC MFC42.DLL    CFile::GetStatus
2243 0x005c97a8 NONE FUNC MFC42.DLL    CFont::CreatePointFont
5610 0x005c97ac NONE FUNC MFC42.DLL    CUIntArray::RemoveAt
6334 0x005c97b0 NONE FUNC MFC42.DLL    CWnd::UpdateData
6784 0x005c97b4 NONE FUNC MFC42.DLL    CComboBoxEx::InsertItem
6612 0x005c97b8 NONE FUNC MFC42.DLL    CComboBoxEx::Create
6740 0x005c97bc NONE FUNC MFC42.DLL    CComboBoxEx::GetRuntimeClass
940  0x005c9314 NONE FUNC MFC42.DLL    CString::operator+
1158 0x005c97c4 NONE FUNC MFC42.DLL    AfxGetEmptyString
5710 0x005c97c8 NONE FUNC MFC42.DLL    CString::Right
798  0x005c97cc NONE FUNC MFC42.DLL    CStdioFile::~CStdioFile
1997 0x005c97d0 NONE FUNC MFC42.DLL    CStdioFile::Close
5465 0x005c97d4 NONE FUNC MFC42.DLL    CStdioFile::ReadString
5194 0x005c97d8 NONE FUNC MFC42.DLL    CStdioFile::Open
533  0x005c97dc NONE FUNC MFC42.DLL    CStdioFile::CStdioFile
6407 0x005c97e0 NONE FUNC MFC42.DLL    CStdioFile::WriteString
532  0x005c97dc NONE FUNC MFC42.DLL    CStdioFile::CStdioFile
3998 0x005c97e8 NONE FUNC MFC42.DLL    CListCtrl::InsertItem
1949 0x005c97ec NONE FUNC MFC42.DLL    CRuntimeClassconstCWnd::classCWnd
1654 0x005c97f0 NONE FUNC MFC42.DLL    CWnd::AttachControlSite
1266 0x005c97f4 NONE FUNC MFC42.DLL    AfxThrowNotSupportedException
5271 0x005c97f8 NONE FUNC MFC42.DLL    CDataExchange::PrepareCtrl
818  0x005c97fc NONE FUNC MFC42.DLL    CWnd::~CWnd
5821 0x005c9800 NONE FUNC MFC42.DLL    CObArray::Serialize
3662 0x005c9804 NONE FUNC MFC42.DLL    CObArray::GetRuntimeClass
414  0x005c9808 NONE FUNC MFC42.DLL    CObArray::CObArray
1576 0x005c980c NONE FUNC MFC42.DLL    AfxWinMain
1270 0x005c9810 NONE FUNC MFC42.DLL    AfxThrowResourceException
1232 0x005c9814 NONE FUNC MFC42.DLL    AfxRegisterClass
6242 0x005c9818 NONE FUNC MFC42.DLL    CWnd::SubclassWindow
2971 0x005c981c NONE FUNC MFC42.DLL    CDC::GetClipBox
5759 0x005c9820 NONE FUNC MFC42.DLL    CDC::ScaleWindowExt
6192 0x005c9824 NONE FUNC MFC42.DLL    CDC::SetWindowExt
5756 0x005c9828 NONE FUNC MFC42.DLL    CDC::ScaleViewportExt
6186 0x005c982c NONE FUNC MFC42.DLL    CDC::SetViewportExt
4330 0x005c9830 NONE FUNC MFC42.DLL    CDC::OffsetViewportOrg
6189 0x005c9834 NONE FUNC MFC42.DLL    CDC::SetViewportOrg
6021 0x005c9838 NONE FUNC MFC42.DLL    CDC::SetMapMode
5873 0x005c983c NONE FUNC MFC42.DLL    CDC::SetBkColor
5678 0x005c9840 NONE FUNC MFC42.DLL    CDC::RestoreDC
5736 0x005c9844 NONE FUNC MFC42.DLL    CDC::SaveDC
5579 0x005c9848 NONE FUNC MFC42.DLL    CDC::ReleaseOutputDC
5571 0x005c984c NONE FUNC MFC42.DLL    CDC::ReleaseAttribDC
6061 0x005c9850 NONE FUNC MFC42.DLL    CDC::SetOutputDC
5864 0x005c9854 NONE FUNC MFC42.DLL    CDC::SetAttribDC
3596 0x005c9858 NONE FUNC MFC42.DLL    CDC::GetRuntimeClass
6194 0x005c985c NONE FUNC MFC42.DLL    CDC::SetWindowOrg
5053 0x005c9860 NONE FUNC MFC42.DLL    CWnd::OnSysColorChange
6458 0x005c9864 NONE FUNC MFC42.DLL    CWnd::OnSettingChange
5768 0x005c9868 NONE FUNC MFC42.DLL    CWnd::ScrollWindow
3754 0x005c986c NONE FUNC MFC42.DLL    CWnd::GetScrollPos
3752 0x005c9870 NONE FUNC MFC42.DLL    CWnd::GetScrollInfo
6130 0x005c9874 NONE FUNC MFC42.DLL    CWnd::SetScrollRange
6141 0x005c9878 NONE FUNC MFC42.DLL    CObArray::SetSize
3989 0x005c987c NONE FUNC MFC42.DLL    CUIntArray::InsertAt
5604 0x005c9880 NONE FUNC MFC42.DLL    CObArray::RemoveAt
763  0x005c9884 NONE FUNC MFC42.DLL    CPrintInfo::~CPrintInfo
483  0x005c9888 NONE FUNC MFC42.DLL    CPrintInfo::CPrintInfo
2527 0x005c988c NONE FUNC MFC42.DLL    CPrintDialog::DoModal
4333 0x005c9890 NONE FUNC MFC42.DLL    CDC::OffsetWindowOrg
5651 0x005c9894 NONE FUNC MFC42.DLL    CException::ReportError
3127 0x005c9898 NONE FUNC MFC42.DLL    CFileException::GetErrorMessage
3616 0x005c989c NONE FUNC MFC42.DLL    CFileException::GetRuntimeClass
3126 0x005c98a0 NONE FUNC MFC42.DLL    CException::GetErrorMessage
3613 0x005c98a4 NONE FUNC MFC42.DLL    CException::GetRuntimeClass
5466 0x005c97d4 NONE FUNC MFC42.DLL    CStdioFile::ReadString
5859 0x005c98ac NONE FUNC MFC42.DLL    CObArray::SetAtGrow
3984 0x005c98b0 NONE FUNC MFC42.DLL    CObArray::InsertAt
1669 0x005c98b4 NONE FUNC MFC42.DLL    CCmdTarget::BeginWaitCursor
2652 0x005c98b8 NONE FUNC MFC42.DLL    CCmdTarget::EndWaitCursor
2841 0x005c98bc NONE FUNC MFC42.DLL    CPlex::FreeDataChain
2107 0x005c98c0 NONE FUNC MFC42.DLL    CPlex::Create
3547 0x005c98c4 NONE FUNC MFC42.DLL    CSpinButtonCtrl::GetRange
2453 0x005c98c8 NONE FUNC MFC42.DLL    CImageList::Detach
6907 0x005c98cc NONE FUNC MFC42.DLL    CListCtrl::SetItemText
3758 0x005c98d0 NONE FUNC MFC42.DLL    COleDateTime::GetSecond
3408 0x005c98d4 NONE FUNC MFC42.DLL    COleDateTime::GetMinute
3227 0x005c98d8 NONE FUNC MFC42.DLL    COleDateTime::GetHour
6170 0x005c98dc NONE FUNC MFC42.DLL    CDC::SetTextAlign
5791 0x005c98e0 NONE FUNC MFC42.DLL    CDC::SelectPalette
3692 0x005c98e4 NONE FUNC MFC42.DLL    CPalette::GetRuntimeClass
816  0x005c98e8 NONE FUNC MFC42.DLL    CWindowDC::~CWindowDC
562  0x005c98ec NONE FUNC MFC42.DLL    CWindowDC::CWindowDC
6241 0x005c98f0 NONE FUNC MFC42.DLL    CWnd::SubclassDlgItem
3797 0x005c98f4 NONE FUNC MFC42.DLL    CWnd::GetStyle
6903 0x005c98f8 NONE FUNC MFC42.DLL    CComboBoxEx::SetItem
6705 0x005c98fc NONE FUNC MFC42.DLL    CComboBoxEx::GetItem
6357 0x005c9900 NONE FUNC MFC42.DLL    CToolTipCtrl::UpdateTipText
4224 0x005c9904 NONE FUNC MFC42.DLL    CWnd::MessageBoxA
2452 0x005c9908 NONE FUNC MFC42.DLL    CGdiObject::Detach
6920 0x005c963c NONE FUNC MFC42.DLL    CDateTimeCtrl::SetTime
4204 0x005c9910 NONE FUNC MFC42.DLL    CString::MakeUpper
6111 0x005c9914 NONE FUNC MFC42.DLL    CSliderCtrl::SetRange
2113 0x005c9918 NONE FUNC MFC42.DLL    CSliderCtrl::Create
3716 0x005c991c NONE FUNC MFC42.DLL    CSliderCtrl::GetRuntimeClass
5780 0x005c9920 NONE FUNC MFC42.DLL    CDC::SelectClipPath
2817 0x005c9410 NONE FUNC MFC42.DLL    CString::Format
1920 0x005c9928 NONE FUNC MFC42.DLL    CRuntimeClassconstCScrollView::classCScrollView
4589 0x005c992c NONE FUNC MFC42.DLL    CView::OnEndPrintPreview
4370 0x005c9930 NONE FUNC MFC42.DLL    CView::OnBeginPrinting
5076 0x005c9934 NONE FUNC MFC42.DLL    CView::OnUpdate
4341 0x005c9938 NONE FUNC MFC42.DLL    CView::OnActivateFrame
4349 0x005c993c NONE FUNC MFC42.DLL    CView::OnActivateView
4723 0x005c9940 NONE FUNC MFC42.DLL    CView::OnInitialUpdate
4889 0x005c9944 NONE FUNC MFC42.DLL    CScrollView::OnPrepareDC
4531 0x005c9948 NONE FUNC MFC42.DLL    CView::OnDragScroll
4545 0x005c994c NONE FUNC MFC42.DLL    CView::OnDropEx
4543 0x005c9950 NONE FUNC MFC42.DLL    CView::OnDrop
4526 0x005c9954 NONE FUNC MFC42.DLL    CView::OnDragLeave
4529 0x005c9958 NONE FUNC MFC42.DLL    CView::OnDragOver
4524 0x005c995c NONE FUNC MFC42.DLL    CView::OnDragEnter
4963 0x005c9960 NONE FUNC MFC42.DLL    CScrollView::OnScrollBy
4960 0x005c9964 NONE FUNC MFC42.DLL    CScrollView::OnScroll
4108 0x005c9968 NONE FUNC MFC42.DLL    CView::IsSelected
5240 0x005c996c NONE FUNC MFC42.DLL    CView::PostNcDestroy
3748 0x005c9970 NONE FUNC MFC42.DLL    CView::GetScrollBarCtrl
1725 0x005c9974 NONE FUNC MFC42.DLL    CScrollView::CalcWindowRect
5260 0x005c9978 NONE FUNC MFC42.DLL    CView::PreCreateWindow
4432 0x005c997c NONE FUNC MFC42.DLL    CView::OnCmdMsg
517  0x005c9980 NONE FUNC MFC42.DLL    CScrollView::CScrollView
784  0x005c9984 NONE FUNC MFC42.DLL    CScrollView::~CScrollView
4262 0x005c9988 NONE FUNC MFC42.DLL    AFX_MSGMAPconstCScrollView::messageMap
2246 0x005c998c NONE FUNC MFC42.DLL    CPrintDialog::CreatePrinterDC
4613 0x005c9990 NONE FUNC MFC42.DLL    CView::OnFilePrint
484  0x005c9994 NONE FUNC MFC42.DLL    CPrintPreviewState::CPrintPreviewState
5852 0x005c9998 NONE FUNC MFC42.DLL    CFrameWnd::SetActiveView
6090 0x005c999c NONE FUNC MFC42.DLL    CPreviewView::SetPrintView
2884 0x005c99a0 NONE FUNC MFC42.DLL    CFrameWnd::GetActiveView
2087 0x005c99a4 NONE FUNC MFC42.DLL    CDialogBar::Create
327  0x005c99a8 NONE FUNC MFC42.DLL    CDialogBar::CDialogBar
2233 0x005c99ac NONE FUNC MFC42.DLL    CRuntimeClass::CreateObject
3495 0x005c99b0 NONE FUNC MFC42.DLL    CWnd::GetParentFrame
4588 0x005c99b4 NONE FUNC MFC42.DLL    CView::OnEndPrinting
1904 0x005c99b8 NONE FUNC MFC42.DLL    CRuntimeClassconstCPreviewView::classCPreviewView
4515 0x005c99bc NONE FUNC MFC42.DLL    CPreviewView::OnDisplayPageNumber
5228 0x005c99c0 NONE FUNC MFC42.DLL    CPreviewView::PositionPage
1721 0x005c99c4 NONE FUNC MFC42.DLL    CPreviewView::CalcScaleRatio
4899 0x005c99c8 NONE FUNC MFC42.DLL    CView::OnPrint
4892 0x005c99cc NONE FUNC MFC42.DLL    CView::OnPreparePrinting
4887 0x005c99d0 NONE FUNC MFC42.DLL    CPreviewView::OnPrepareDC
480  0x005c99d4 NONE FUNC MFC42.DLL    CPreviewView::CPreviewView
761  0x005c99d8 NONE FUNC MFC42.DLL    CPreviewView::~CPreviewView
4256 0x005c99dc NONE FUNC MFC42.DLL    AFX_MSGMAPconstCPreviewView::messageMap
4535 0x005c99e0 NONE FUNC MFC42.DLL    CPreviewView::OnDraw
4348 0x005c99e4 NONE FUNC MFC42.DLL    CPreviewView::OnActivateView
5925 0x005c99e8 NONE FUNC MFC42.DLL    CPreviewView::SetCurrentPage
6202 0x005c99ec NONE FUNC MFC42.DLL    CPreviewView::SetZoomState
2785 0x005c99f0 NONE FUNC MFC42.DLL    CPreviewView::FindPageRect
1842 0x005c99f4 NONE FUNC MFC42.DLL    CRuntimeClassconstCFrameWnd::classCFrameWnd
4242 0x005c99f8 NONE FUNC MFC42.DLL    AFX_MSGMAPconstCFrameWnd::messageMap
2723 0x005c99fc NONE FUNC MFC42.DLL    CFrameWnd::ExitHelpMode
2390 0x005c9a00 NONE FUNC MFC42.DLL    CFrameWnd::DelayUpdateFrameMenu
3059 0x005c9a04 NONE FUNC MFC42.DLL    CFrameWnd::GetDefaultAccelerator
5100 0x005c9a08 NONE FUNC MFC42.DLL    CFrameWnd::OnUpdateFrameMenu
5103 0x005c9a0c NONE FUNC MFC42.DLL    CFrameWnd::OnUpdateFrameTitle
4467 0x005c9a10 NONE FUNC MFC42.DLL    CFrameWnd::OnCreateClient
4303 0x005c9a14 NONE FUNC MFC42.DLL    CFrameWnd::NegotiateBorderSpace
3350 0x005c9a18 NONE FUNC MFC42.DLL    CFrameWnd::GetMessageBar
5012 0x005c9a1c NONE FUNC MFC42.DLL    CFrameWnd::OnSetPreviewMode
975  0x005c9a20 NONE FUNC MFC42.DLL    CFrameWnd::ActivateFrame
5472 0x005c9a24 NONE FUNC MFC42.DLL    CFrameWnd::RecalcLayout
3403 0x005c9a28 NONE FUNC MFC42.DLL    CFrameWnd::GetMessageString
2879 0x005c9a2c NONE FUNC MFC42.DLL    CFrameWnd::GetActiveFrame
2878 0x005c9a30 NONE FUNC MFC42.DLL    CFrameWnd::GetActiveDocument
4151 0x005c9a34 NONE FUNC MFC42.DLL    CFrameWnd::LoadFrame
4077 0x005c9a38 NONE FUNC MFC42.DLL    CFrameWnd::IsFrameWnd
5237 0x005c9a3c NONE FUNC MFC42.DLL    CFrameWnd::PostNcDestroy
5282 0x005c9a40 NONE FUNC MFC42.DLL    CFrameWnd::PreTranslateMessage
2649 0x005c9a44 NONE FUNC MFC42.DLL    CFrameWnd::EndModalState
1665 0x005c9a48 NONE FUNC MFC42.DLL    CFrameWnd::BeginModalState
4436 0x005c9a4c NONE FUNC MFC42.DLL    CFrameWnd::OnCommand
807  0x005c9a50 NONE FUNC MFC42.DLL    CToolBar::~CToolBar
796  0x005c9a54 NONE FUNC MFC42.DLL    CStatusBar::~CStatusBar
674  0x005c9a58 NONE FUNC MFC42.DLL    CFrameWnd::~CFrameWnd
2092 0x005c9a5c NONE FUNC MFC42.DLL    CFrameWnd::Create
554  0x005c9a60 NONE FUNC MFC42.DLL    CToolBar::CToolBar
529  0x005c9a64 NONE FUNC MFC42.DLL    CStatusBar::CStatusBar
366  0x005c9a68 NONE FUNC MFC42.DLL    CFrameWnd::CFrameWnd
2258 0x005c9a6c NONE FUNC MFC42.DLL    CFrameWnd::CreateView
4457 0x005c9a70 NONE FUNC MFC42.DLL    CFrameWnd::OnCreate
1233 0x005c9a74 NONE FUNC MFC42.DLL    AfxRegisterWndClass
5252 0x005c9a78 NONE FUNC MFC42.DLL    CFrameWnd::PreCreateWindow
4427 0x005c9a7c NONE FUNC MFC42.DLL    CFrameWnd::OnCmdMsg
1175 0x005c9a80 NONE FUNC MFC42.DLL    AfxGetThread
2753 0x005c9478 NONE FUNC MFC42.DLL    CDC::FillSolidRect
765  0x005c9a88 NONE FUNC MFC42.DLL    CProgressCtrl::~CProgressCtrl
1768 0x005c9a8c NONE FUNC MFC42.DLL    CWnd::CenterWindow
3698 0x005c9a90 NONE FUNC MFC42.DLL    CProgressCtrl::GetRuntimeClass
2515 0x005c9a94 NONE FUNC MFC42.DLL    CFileDialog::DoModal
355  0x005c9a98 NONE FUNC MFC42.DLL    CFileDialog::CFileDialog
3499 0x005c9a9c NONE FUNC MFC42.DLL    CFileDialog::GetPathName
6379 0x005c9aa0 NONE FUNC MFC42.DLL    CWndconstCWnd::wndTop
2119 0x005c9aa4 NONE FUNC MFC42.DLL    CTabCtrl::Create
4099 0x005c9aa8 NONE FUNC MFC42.DLL    CRecordset::IsOpen
2867 0x005c9aac NONE FUNC MFC42.DLL    CWnd::FromHandlePermanent
2302 0x005c9ab0 NONE FUNC MFC42.DLL    DDX_Control
1105 0x005c9ab4 NONE FUNC MFC42.DLL    AfxBeginThread
3293 0x005c9ab8 NONE FUNC MFC42.DLL    CListCtrl::GetItemRect
6781 0x005c9abc NONE FUNC MFC42.DLL    CStringArray::InsertAt
2587 0x005c9ac0 NONE FUNC MFC42.DLL    CTabCtrl::DrawItem
4406 0x005c9ac4 NONE FUNC MFC42.DLL    CTabCtrl::OnChildNotify
3729 0x005c9ac8 NONE FUNC MFC42.DLL    CTabCtrl::GetRuntimeClass
804  0x005c9acc NONE FUNC MFC42.DLL    CTabCtrl::~CTabCtrl
4267 0x005c9ad0 NONE FUNC MFC42.DLL    AFX_MSGMAPconstCTabCtrl::messageMap
3394 0x005c9ad4 NONE FUNC MFC42.DLL    CTabCtrl::GetMessageMap
6785 0x005c9ad8 NONE FUNC MFC42.DLL    CTabCtrl::InsertItem
602  0x005c9adc NONE FUNC MFC42.DLL    CAnimateCtrl::~CAnimateCtrl
2370 0x005c9ae0 NONE FUNC MFC42.DLL    DDX_Text
3567 0x005c9ae4 NONE FUNC MFC42.DLL    CAnimateCtrl::GetRuntimeClass
2141 0x005c9ae8 NONE FUNC MFC42.DLL    COleDispatchDriver::CreateDispatch
434  0x005c9aec NONE FUNC MFC42.DLL    COleDispatchDriver::COleDispatchDriver
5575 0x005c9af0 NONE FUNC MFC42.DLL    COleDispatchDriver::ReleaseDispatch
4033 0x005c9af4 NONE FUNC MFC42.DLL    COleDispatchDriver::InvokeHelper
3831 0x005c9af8 NONE FUNC MFC42.DLL    CCmdTarget::GetTypeLibCache
3830 0x005c9afc NONE FUNC MFC42.DLL    CCmdTarget::GetTypeLib
2976 0x005c9b00 NONE FUNC MFC42.DLL    CCmdTarget::GetCommandMap
3081 0x005c9b04 NONE FUNC MFC42.DLL    CCmdTarget::GetDispatchMap
2985 0x005c9b08 NONE FUNC MFC42.DLL    CCmdTarget::GetConnectionMap
3262 0x005c9b0c NONE FUNC MFC42.DLL    CCmdTarget::GetInterfaceMap
3136 0x005c9b10 NONE FUNC MFC42.DLL    CCmdTarget::GetEventSinkMap
4465 0x005c9b14 NONE FUNC MFC42.DLL    CCmdTarget::OnCreateAggregates
3259 0x005c9b18 NONE FUNC MFC42.DLL    CCmdTarget::GetInterfaceHook
3147 0x005c9b1c NONE FUNC MFC42.DLL    CCmdTarget::GetExtraConnectionPoints
2982 0x005c9b20 NONE FUNC MFC42.DLL    CCmdTarget::GetConnectionHook
5277 0x005c9b24 NONE FUNC MFC42.DLL    CWnd::PreSubclassWindow
2124 0x005c9b28 NONE FUNC MFC42.DLL    CWnd::Create
2446 0x005c9b2c NONE FUNC MFC42.DLL    CWnd::DestroyWindow
5261 0x005c9b30 NONE FUNC MFC42.DLL    CWnd::PreCreateWindow
1727 0x005c9b34 NONE FUNC MFC42.DLL    CWnd::CalcWindowRect
5065 0x005c9b38 NONE FUNC MFC42.DLL    CWnd::OnToolHitTest
3749 0x005c9b3c NONE FUNC MFC42.DLL    CWnd::GetScrollBarCtrl
6376 0x005c9b40 NONE FUNC MFC42.DLL    CWnd::WinHelpA
2055 0x005c9b44 NONE FUNC MFC42.DLL    CWnd::ContinueModal
2648 0x005c9b48 NONE FUNC MFC42.DLL    CWnd::EndModalLoop
4441 0x005c9b4c NONE FUNC MFC42.DLL    CWnd::OnCommand
4837 0x005c9b50 NONE FUNC MFC42.DLL    CWnd::OnNotify
3798 0x005c9b54 NONE FUNC MFC42.DLL    CWnd::GetSuperWndProcAddr
4353 0x005c9b58 NONE FUNC MFC42.DLL    CWnd::OnAmbientProperty
6374 0x005c9b5c NONE FUNC MFC42.DLL    CWnd::WindowProc
5163 0x005c9b60 NONE FUNC MFC42.DLL    CWnd::OnWndMsg
2385 0x005c9b64 NONE FUNC MFC42.DLL    CWnd::DefWindowProcA
5241 0x005c9b68 NONE FUNC MFC42.DLL    CWnd::PostNcDestroy
4398 0x005c9b6c NONE FUNC MFC42.DLL    CComboBox::OnChildNotify
1776 0x005c9b70 NONE FUNC MFC42.DLL    CWnd::CheckAutoCenter
4078 0x005c9b74 NONE FUNC MFC42.DLL    CWnd::IsFrameWnd
6055 0x005c9b78 NONE FUNC MFC42.DLL    CWnd::SetOccDialogInfo
2578 0x005c9b7c NONE FUNC MFC42.DLL    CComboBox::DrawItem
4218 0x005c9b80 NONE FUNC MFC42.DLL    CComboBox::MeasureItem
2023 0x005c9b84 NONE FUNC MFC42.DLL    CComboBox::CompareItem
2411 0x005c9b88 NONE FUNC MFC42.DLL    CComboBox::DeleteItem
6877 0x005c9b8c NONE FUNC MFC42.DLL    CString::Replace
713  0x005c9b90 NONE FUNC MFC42.DLL    CObArray::~CObArray
1    0x005c9ba0 NONE FUNC MSVCRT.dll   sscanf
2    0x005c9ba4 NONE FUNC MSVCRT.dll   fgets
3    0x005c9ba8 NONE FUNC MSVCRT.dll   pow
4    0x005c9bac NONE FUNC MSVCRT.dll   _strdup
5    0x005c9bb0 NONE FUNC MSVCRT.dll   _except_handler3
6    0x005c9bb4 NONE FUNC MSVCRT.dll   sym.imp.void __cdecl terminate(void)
7    0x005c9bb8 NONE FUNC MSVCRT.dll   __dllonexit
8    0x005c9bbc NONE FUNC MSVCRT.dll   _onexit
9    0x005c9bc0 NONE FUNC MSVCRT.dll   sym.imp.public virtual: void __thiscall type_info::~destructor(void)
10   0x005c9bc4 NONE FUNC MSVCRT.dll   _exit
11   0x005c9bc8 NONE FUNC MSVCRT.dll   _XcptFilter
12   0x005c9bcc NONE FUNC MSVCRT.dll   exit
13   0x005c9bd0 NONE FUNC MSVCRT.dll   _acmdln
14   0x005c9bd4 NONE FUNC MSVCRT.dll   __getmainargs
15   0x005c9bd8 NONE FUNC MSVCRT.dll   _initterm
16   0x005c9bdc NONE FUNC MSVCRT.dll   __setusermatherr
17   0x005c9be0 NONE FUNC MSVCRT.dll   _adjust_fdiv
18   0x005c9be4 NONE FUNC MSVCRT.dll   __p__commode
19   0x005c9be8 NONE FUNC MSVCRT.dll   __p__fmode
20   0x005c9bec NONE FUNC MSVCRT.dll   __set_app_type
21   0x005c9bf0 NONE FUNC MSVCRT.dll   _controlfp
22   0x005c9bf4 NONE FUNC MSVCRT.dll   fseek
23   0x005c9bf8 NONE FUNC MSVCRT.dll   fwrite
