nth paddr      vaddr      len size section type    string
204 0x00035365 0x00435365 7   8    .rdata  ascii   Dw=m:s\f
205 0x00035375 0x00435375 7   8    .rdata  ascii   Dw=\t:s\f
206 0x000353a5 0x004353a5 7   8    .rdata  ascii   Dw=c:s\f
207 0x000353d5 0x004353d5 7   8    .rdata  ascii   Dw=&:s\f
208 0x000353e5 0x004353e5 7   8    .rdata  ascii   Dw=y:s\f
209 0x000353f5 0x004353f5 7   8    .rdata  ascii   Dw=':s\f
210 0x00035405 0x00435405 7   8    .rdata  ascii   Dw=d:s\f
211 0x00035445 0x00435445 7   8    .rdata  ascii   Dw=]:s\f
212 0x00035495 0x00435495 7   8    .rdata  ascii   Dw=z:s\f
213 0x000354d5 0x004354d5 7   8    .rdata  ascii   Dw=h:s\f
214 0x000354f5 0x004354f5 7   8    .rdata  ascii   Dw=i:s\f
215 0x00035505 0x00435505 7   8    .rdata  ascii   Dw={:s\f
216 0x000355a5 0x004355a5 7   8    .rdata  ascii   Dw=g:s\f
217 0x000355b5 0x004355b5 7   8    .rdata  ascii   Dw=f:s\f
218 0x000355c5 0x004355c5 7   8    .rdata  ascii   Dw=t:s\f
219 0x000355d5 0x004355d5 7   8    .rdata  ascii   Dw=u:s\f
220 0x000355e5 0x004355e5 7   8    .rdata  ascii   Dw=_:s\f
221 0x000355f5 0x004355f5 7   8    .rdata  ascii   Dw=^:s\f
222 0x00035605 0x00435605 7   8    .rdata  ascii   Dw=`:s\f
223 0x00035810 0x00435810 6   7    .rdata  ascii   Button
224 0x00035830 0x00435830 7   8    .rdata  ascii   ListBox
225 0x00035850 0x00435850 4   5    .rdata  ascii   Edit
226 0x00035870 0x00435870 8   9    .rdata  ascii   ComboBox
227 0x00035890 0x00435890 6   7    .rdata  ascii   Static
228 0x000358b0 0x004358b0 9   10   .rdata  ascii   ComboLBox
229 0x0003abca 0x0043abca 14  15   .rdata  ascii   TransparentBlt
230 0x0003abda 0x0043abda 11  12   .rdata  ascii   MSIMG32.dll
231 0x0003abe8 0x0043abe8 18  19   .rdata  ascii   GdipDeleteGraphics
232 0x0003abfe 0x0043abfe 16  17   .rdata  ascii   GdipDisposeImage
233 0x0003ac12 0x0043ac12 18  19   .rdata  ascii   GdipDrawImageRectI
234 0x0003ac28 0x0043ac28 23  24   .rdata  ascii   GdipLoadImageFromStream
235 0x0003ac42 0x0043ac42 17  18   .rdata  ascii   GdipCreateFromHDC
236 0x0003ac56 0x0043ac56 8   9    .rdata  ascii   GdipFree
237 0x0003ac62 0x0043ac62 9   10   .rdata  ascii   GdipAlloc
238 0x0003ac6e 0x0043ac6e 14  15   .rdata  ascii   GdipCloneImage
239 0x0003ac7e 0x0043ac7e 11  12   .rdata  ascii   gdiplus.dll
240 0x0003ac8c 0x0043ac8c 14  15   .rdata  ascii   GetProcAddress
241 0x0003ac9e 0x0043ac9e 16  17   .rdata  ascii   GetModuleHandleA
242 0x0003acb2 0x0043acb2 6   7    .rdata  ascii   MulDiv
243 0x0003acbc 0x0043acbc 12  13   .rdata  ascii   LoadLibraryA
244 0x0003accc 0x0043accc 18  19   .rdata  ascii   GetModuleFileNameA
245 0x0003ace2 0x0043ace2 11  12   .rdata  ascii   FreeLibrary
246 0x0003acf0 0x0043acf0 9   10   .rdata  ascii   FindClose
247 0x0003acfc 0x0043acfc 13  14   .rdata  ascii   FindNextFileA
248 0x0003ad0c 0x0043ad0c 14  15   .rdata  ascii   FindFirstFileA
249 0x0003ad1e 0x0043ad1e 8   9    .rdata  ascii   lstrcpyA
250 0x0003ad2a 0x0043ad2a 14  15   .rdata  ascii   SizeofResource
251 0x0003ad3c 0x0043ad3c 12  13   .rdata  ascii   LockResource
252 0x0003ad4c 0x0043ad4c 12  13   .rdata  ascii   LoadResource
253 0x0003ad5c 0x0043ad5c 13  14   .rdata  ascii   FindResourceA
254 0x0003ad6c 0x0043ad6c 13  14   .rdata  ascii   GetVersionExA
255 0x0003ad7c 0x0043ad7c 9   10   .rdata  ascii   lstrcmpiA
256 0x0003ad88 0x0043ad88 8   9    .rdata  ascii   ReadFile
257 0x0003ad94 0x0043ad94 9   10   .rdata  ascii   WriteFile
258 0x0003ada0 0x0043ada0 16  17   .rdata  ascii   GlobalDeleteAtom
259 0x0003adb4 0x0043adb4 15  16   .rdata  ascii   GlobalFindAtomA
260 0x0003adc6 0x0043adc6 14  15   .rdata  ascii   GlobalAddAtomA
261 0x0003add8 0x0043add8 18  19   .rdata  ascii   GlobalGetAtomNameA
262 0x0003adee 0x0043adee 18  19   .rdata  ascii   GetCurrentThreadId
263 0x0003ae04 0x0043ae04 8   9    .rdata  ascii   lstrcatA
264 0x0003ae10 0x0043ae10 10  11   .rdata  ascii   GetVersion
265 0x0003ae1e 0x0043ae1e 20  21   .rdata  ascii   InterlockedIncrement
266 0x0003ae36 0x0043ae36 20  21   .rdata  ascii   InterlockedDecrement
267 0x0003ae4e 0x0043ae4e 8   9    .rdata  ascii   lstrlenA
268 0x0003ae5a 0x0043ae5a 19  20   .rdata  ascii   WideCharToMultiByte
269 0x0003ae70 0x0043ae70 19  20   .rdata  ascii   MultiByteToWideChar
270 0x0003ae86 0x0043ae86 12  13   .rdata  ascii   SetLastError
271 0x0003ae96 0x0043ae96 12  13   .rdata  ascii   GlobalUnlock
272 0x0003aea6 0x0043aea6 10  11   .rdata  ascii   GlobalLock
273 0x0003aeb4 0x0043aeb4 9   10   .rdata  ascii   LocalFree
274 0x0003aec0 0x0043aec0 14  15   .rdata  ascii   FormatMessageA
275 0x0003aed2 0x0043aed2 10  11   .rdata  ascii   GlobalFree
276 0x0003aee0 0x0043aee0 16  17   .rdata  ascii   GetCurrentThread
277 0x0003aef4 0x0043aef4 8   9    .rdata  ascii   lstrcmpA
278 0x0003af00 0x0043af00 11  12   .rdata  ascii   GlobalAlloc
279 0x0003af0e 0x0043af0e 11  12   .rdata  ascii   CloseHandle
280 0x0003af1c 0x0043af1c 9   10   .rdata  ascii   lstrcpynA
281 0x0003af28 0x0043af28 20  21   .rdata  ascii   FileTimeToSystemTime
282 0x0003af40 0x0043af40 23  24   .rdata  ascii   FileTimeToLocalFileTime
283 0x0003af5a 0x0043af5a 18  19   .rdata  ascii   GetFileAttributesA
284 0x0003af70 0x0043af70 11  12   .rdata  ascii   GetFileSize
285 0x0003af7e 0x0043af7e 11  12   .rdata  ascii   GetFileTime
286 0x0003af8c 0x0043af8c 12  13   .rdata  ascii   GetLastError
287 0x0003af9c 0x0043af9c 11  12   .rdata  ascii   CreateFileA
288 0x0003afaa 0x0043afaa 15  16   .rdata  ascii   DuplicateHandle
289 0x0003afbc 0x0043afbc 17  18   .rdata  ascii   GetCurrentProcess
290 0x0003afd0 0x0043afd0 14  15   .rdata  ascii   SetFilePointer
291 0x0003afe2 0x0043afe2 16  17   .rdata  ascii   FlushFileBuffers
292 0x0003aff6 0x0043aff6 8   9    .rdata  ascii   LockFile
293 0x0003b002 0x0043b002 10  11   .rdata  ascii   UnlockFile
294 0x0003b010 0x0043b010 12  13   .rdata  ascii   SetEndOfFile
295 0x0003b020 0x0043b020 21  22   .rdata  ascii   GetVolumeInformationA
296 0x0003b038 0x0043b038 16  17   .rdata  ascii   GetFullPathNameA
297 0x0003b04c 0x0043b04c 15  16   .rdata  ascii   GetThreadLocale
298 0x0003b05e 0x0043b05e 10  11   .rdata  ascii   LocalAlloc
299 0x0003b06c 0x0043b06c 25  26   .rdata  ascii   InitializeCriticalSection
300 0x0003b088 0x0043b088 8   9    .rdata  ascii   TlsAlloc
301 0x0003b094 0x0043b094 21  22   .rdata  ascii   DeleteCriticalSection
302 0x0003b0ac 0x0043b0ac 12  13   .rdata  ascii   GlobalHandle
303 0x0003b0bc 0x0043b0bc 7   8    .rdata  ascii   TlsFree
304 0x0003b0c6 0x0043b0c6 20  21   .rdata  ascii   LeaveCriticalSection
305 0x0003b0de 0x0043b0de 13  14   .rdata  ascii   GlobalReAlloc
306 0x0003b0ee 0x0043b0ee 20  21   .rdata  ascii   EnterCriticalSection
307 0x0003b106 0x0043b106 11  12   .rdata  ascii   TlsSetValue
308 0x0003b114 0x0043b114 12  13   .rdata  ascii   LocalReAlloc
309 0x0003b124 0x0043b124 11  12   .rdata  ascii   TlsGetValue
310 0x0003b132 0x0043b132 11  12   .rdata  ascii   GlobalFlags
311 0x0003b140 0x0043b140 17  18   .rdata  ascii   GetProcessVersion
312 0x0003b154 0x0043b154 9   10   .rdata  ascii   GetCPInfo
313 0x0003b160 0x0043b160 8   9    .rdata  ascii   GetOEMCP
314 0x0003b16c 0x0043b16c 26  27   .rdata  ascii   WritePrivateProfileStringA
315 0x0003b18a 0x0043b18a 20  21   .rdata  ascii   GetCurrentDirectoryA
316 0x0003b1a2 0x0043b1a2 12  13   .rdata  ascii   SetErrorMode
317 0x0003b1b2 0x0043b1b2 12  13   .rdata  ascii   GetTickCount
318 0x0003b1c2 0x0043b1c2 9   10   .rdata  ascii   RtlUnwind
319 0x0003b1ce 0x0043b1ce 14  15   .rdata  ascii   RaiseException
320 0x0003b1e0 0x0043b1e0 15  16   .rdata  ascii   GetStartupInfoA
321 0x0003b1f2 0x0043b1f2 15  16   .rdata  ascii   GetCommandLineA
322 0x0003b204 0x0043b204 11  12   .rdata  ascii   ExitProcess
323 0x0003b212 0x0043b212 9   10   .rdata  ascii   HeapAlloc
324 0x0003b21e 0x0043b21e 8   9    .rdata  ascii   HeapFree
325 0x0003b22a 0x0043b22a 16  17   .rdata  ascii   TerminateProcess
326 0x0003b23e 0x0043b23e 22  23   .rdata  ascii   GetTimeZoneInformation
327 0x0003b258 0x0043b258 12  13   .rdata  ascii   SetStdHandle
328 0x0003b268 0x0043b268 11  12   .rdata  ascii   GetFileType
329 0x0003b276 0x0043b276 8   9    .rdata  ascii   HeapSize
330 0x0003b282 0x0043b282 11  12   .rdata  ascii   HeapReAlloc
331 0x0003b290 0x0043b290 6   7    .rdata  ascii   GetACP
332 0x0003b29a 0x0043b29a 12  13   .rdata  ascii   LCMapStringA
333 0x0003b2aa 0x0043b2aa 12  13   .rdata  ascii   LCMapStringW
334 0x0003b2ba 0x0043b2ba 27  28   .rdata  ascii   SetUnhandledExceptionFilter
335 0x0003b2d8 0x0043b2d8 24  25   .rdata  ascii   UnhandledExceptionFilter
336 0x0003b2f4 0x0043b2f4 23  24   .rdata  ascii   FreeEnvironmentStringsA
337 0x0003b30e 0x0043b30e 23  24   .rdata  ascii   FreeEnvironmentStringsW
338 0x0003b328 0x0043b328 21  22   .rdata  ascii   GetEnvironmentStrings
339 0x0003b340 0x0043b340 22  23   .rdata  ascii   GetEnvironmentStringsW
340 0x0003b35a 0x0043b35a 14  15   .rdata  ascii   SetHandleCount
341 0x0003b36c 0x0043b36c 12  13   .rdata  ascii   GetStdHandle
342 0x0003b37c 0x0043b37c 23  24   .rdata  ascii   GetEnvironmentVariableA
343 0x0003b396 0x0043b396 11  12   .rdata  ascii   HeapDestroy
344 0x0003b3a4 0x0043b3a4 10  11   .rdata  ascii   HeapCreate
345 0x0003b3b2 0x0043b3b2 11  12   .rdata  ascii   VirtualFree
346 0x0003b3c0 0x0043b3c0 12  13   .rdata  ascii   VirtualAlloc
347 0x0003b3d0 0x0043b3d0 13  14   .rdata  ascii   IsBadWritePtr
348 0x0003b3e0 0x0043b3e0 14  15   .rdata  ascii   GetStringTypeA
349 0x0003b3f2 0x0043b3f2 14  15   .rdata  ascii   GetStringTypeW
350 0x0003b404 0x0043b404 13  14   .rdata  ascii   GetDriveTypeA
351 0x0003b414 0x0043b414 12  13   .rdata  ascii   IsBadReadPtr
352 0x0003b424 0x0043b424 12  13   .rdata  ascii   IsBadCodePtr
353 0x0003b434 0x0043b434 14  15   .rdata  ascii   CompareStringA
354 0x0003b446 0x0043b446 14  15   .rdata  ascii   CompareStringW
355 0x0003b458 0x0043b458 23  24   .rdata  ascii   SetEnvironmentVariableA
356 0x0003b470 0x0043b470 12  13   .rdata  ascii   KERNEL32.dll
357 0x0003b480 0x0043b480 12  13   .rdata  ascii   SendMessageA
358 0x0003b490 0x0043b490 14  15   .rdata  ascii   SetWindowLongA
359 0x0003b4a2 0x0043b4a2 14  15   .rdata  ascii   GetWindowLongA
360 0x0003b4b4 0x0043b4b4 15  16   .rdata  ascii   GetComboBoxInfo
361 0x0003b4c6 0x0043b4c6 12  13   .rdata  ascii   EnableWindow
362 0x0003b4d6 0x0043b4d6 11  12   .rdata  ascii   GetKeyState
363 0x0003b4e4 0x0043b4e4 9   10   .rdata  ascii   SetCursor
